geno	Omi32_a_2_1	Omi32_a_2_2	Omi32_a_2_3	Omi32_a_2_4	Omi32_a_3_1	Omi32_a_3_2	Omi32_a_3_3	Omi32_a_3_4	Omi32_a_4_1	Omi32_a_4_2	Omi32_a_4_3	Omi32_a_4_4	Omi32_a_5_1	Omi32_a_5_2	Omi32_a_5_3	Omi32_a_5_4	Omi32_a_6_1	Omi32_a_6_2	Omi32_a_6_3	Omi32_a_6_4	Omi32_a_7_1	Omi32_a_7_2	Omi32_a_7_3	Omi32_a_7_4	Omi32_a_8_1	Omi32_a_8_2	Omi32_a_8_3	Omi32_a_8_4	Omi32_a_F_1	Omi32_a_F_2	Omi32_a_F_3	Omi32_a_F_4	Omi32_a_F_5	Omi32_a_F_6	Omi32_a_10_1	Omi32_b_2_1	Omi32_b_2_2	Omi32_b_2_3	Omi32_b_2_4	Omi32_b_3_1	Omi32_b_3_2	Omi32_b_3_3	Omi32_b_3_4	Omi32_b_4_1	Omi32_b_4_2	Omi32_b_4_3	Omi32_b_4_4	Omi32_b_5_1	Omi32_b_5_2	Omi32_b_5_3	Omi32_b_5_4	Omi32_b_6_1	Omi32_b_6_2	Omi32_b_6_3	Omi32_b_6_4	Omi32_b_7_1	Omi32_b_7_2	Omi32_b_7_3	Omi32_b_7_4	Omi32_b_8_1	Omi32_b_8_2	Omi32_b_8_3	Omi32_b_8_4	Omi32_b_F_1	Omi32_b_F_2	Omi32_b_F_3	Omi32_b_F_4	Omi32_b_F_5	Omi32_b_F_6	Omi32_b_10_1
1000110110011	1	622	695	3	1	114	368	18	0	188	93	0	44	354	81	0	139	147	170	0	843	58	0	0	761	1	0	0	1	4	11	480	376	93	0	2	720	976	6	0	750	760	4	0	1292	359	2	90	63	302	181	1069	155	0	0	633	46	0	0	689	0	0	0	85	80	3	351	273	366	107
1000110110100	0	0	243	0	0	0	88	12	0	0	0	0	0	77	49	0	73	1	0	0	154	0	0	0	122	0	0	0	0	0	0	104	157	60	0	0	0	173	0	0	0	0	0	0	0	66	62	1	0	0	0	188	0	0	0	141	0	0	0	124	2	0	0	0	0	0	158	0	1	16
1000110110101	0	6	752	89	0	94	205	2	0	48	295	78	2	248	43	125	294	70	0	0	566	1	0	0	340	0	0	0	6	0	18	28	611	45	0	0	41	1131	4	2	331	794	18	0	3	717	0	0	94	10	1	265	38	0	0	251	0	0	0	614	14	0	0	0	2	117	35	225	32	153
1000110110110	1	15	1970	1127	3	61	2132	125	1	71	1375	92	29	352	535	195	1566	386	288	0	2744	28	0	0	2960	0	0	0	1	8	31	709	2075	331	1	3	68	3817	1600	2	47	3427	630	0	710	2978	314	4	1155	1300	270	3274	384	156	0	3535	195	0	0	4433	171	0	0	100	0	494	1002	1176	1314	64
1000110110111	0	2	126	318	0	0	505	77	0	0	272	113	0	54	155	8	454	99	96	0	687	19	0	0	337	0	0	0	2	1	24	540	686	67	0	1	1	756	363	1	6	986	45	0	160	1190	1	0	522	371	0	893	80	90	0	442	0	0	0	1288	53	0	0	24	0	1	183	198	171	62
1000110111000	0	1811	412	1	3	758	503	2	0	143	596	41	71	554	210	87	601	594	6	0	1550	13	0	0	1214	0	0	0	1	11	87	651	971	173	0	2	1375	737	100	0	1183	1543	5	1	859	1680	5	123	310	366	8	1502	8	37	0	1086	4	0	0	1551	111	0	0	49	70	494	322	431	231	23
1000110111001	0	306	51	1	0	210	318	1	0	97	30	125	8	96	101	43	186	7	30	0	201	11	0	0	763	0	0	0	0	1	4	68	253	49	0	0	402	114	13	0	497	364	63	0	559	83	0	101	347	2	0	752	88	0	0	0	0	0	0	635	12	0	0	0	0	0	89	26	71	217
1000110111010	0	794	1476	8	0	334	1210	82	5	245	1073	120	80	490	290	79	1432	260	96	0	1120	1	0	0	1217	1	0	0	6	4	65	768	1139	202	0	0	809	1945	93	1	1213	1299	63	0	1786	1229	168	228	696	390	89	1111	0	1	0	2154	1	0	0	1548	5	0	0	0	1	39	392	809	1129	508
1000110111011	0	116	52	2	0	151	260	2	0	1	146	81	0	199	46	0	74	153	1	0	249	15	0	0	533	0	0	0	4	0	7	106	277	57	0	0	110	598	1	0	237	270	4	0	893	239	1	0	0	25	0	9	21	0	0	301	1	0	0	575	0	0	0	0	2	1	127	249	43	241
1000110111100	0	135	2321	310	1	303	986	30	0	415	888	67	51	796	288	144	924	246	116	0	2089	19	0	0	1491	0	0	0	29	8	26	785	2071	214	0	6	477	3676	348	0	678	1970	36	2	647	2122	415	237	1143	762	121	2511	356	261	0	2994	502	0	0	3270	217	0	0	1	64	257	351	711	522	365
1000110111101	0	0	291	0	0	0	21	1	0	0	0	2	0	0	0	0	14	0	0	0	87	0	0	0	133	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	72	0	0	0	0	0	0	65	0	0	1	0	0	0	375	0	0	0	223	0	0	0	0	0	0	3	51	155	0
1000110111110	0	6	1071	317	0	8	825	92	1	109	485	122	24	192	384	384	678	310	19	0	815	2	0	0	1239	26	0	0	1	1	26	615	1040	122	0	1	92	2971	873	0	257	1996	142	1	334	1083	51	4	509	1115	43	855	18	2	0	1375	54	0	0	1584	97	0	0	0	4	118	396	485	357	222
1000110111111	0	0	154	133	0	0	157	8	0	0	288	29	22	161	75	4	168	1	0	0	146	13	0	0	379	0	0	0	0	0	4	46	416	129	0	0	0	994	317	0	100	721	109	0	4	402	100	1	202	204	0	571	185	0	0	629	2	0	0	611	1	0	0	1	1	2	227	230	464	12
1000111000000	0	0	123	0	0	126	223	16	0	125	36	84	9	194	6	1	136	135	27	0	203	5	0	0	450	0	0	0	0	29	1	3	292	89	0	1	67	301	0	0	116	237	1	0	3	393	0	0	144	1	1	302	66	0	0	682	0	0	0	646	0	0	0	62	2	51	109	130	56	3
1000111000001	0	810	1627	107	2	568	1491	77	2	519	1081	179	106	1237	296	2	904	453	18	0	1733	14	0	0	2163	1	0	0	0	5	40	571	2000	305	0	1	675	2222	88	4	622	1655	5	0	629	1352	255	173	1018	427	131	1060	51	107	0	2269	124	0	0	3672	9	0	0	5	179	431	473	778	683	260
1000111000010	0	139	967	244	1	101	848	16	62	238	589	61	3	766	298	4	250	49	76	0	949	0	0	0	1357	0	0	0	52	5	0	203	1035	136	0	0	361	2290	38	0	402	1519	15	1	472	499	1	83	371	357	40	1212	82	1	0	1461	118	0	0	1788	0	0	0	2	3	219	412	328	852	445
1000111000011	0	99	1845	268	0	458	1737	73	1	392	764	86	21	770	576	174	1344	402	63	0	1598	25	0	0	2774	1	0	0	0	54	66	422	1563	447	0	0	355	4350	549	0	687	1917	11	0	947	3234	296	564	952	862	137	2339	248	246	0	1437	87	0	0	3037	1	0	0	190	107	437	402	934	1423	130
1000111000100	0	38	384	238	1	0	191	10	0	0	412	112	5	1	176	36	368	83	70	0	79	0	0	0	550	71	0	0	0	1	1	79	802	47	0	1	1	434	271	0	115	806	330	0	1	645	265	0	0	5	103	606	94	1	0	575	0	0	0	403	36	0	0	0	0	112	99	148	141	238
1000111000101	1	3	600	1022	1	2	438	182	0	48	579	331	3	43	375	55	268	278	243	0	1276	21	0	0	1449	34	0	0	0	4	8	236	1301	126	0	4	0	1566	1042	2	8	1427	414	0	7	1924	197	52	319	502	94	770	153	1	0	1813	160	0	0	2120	2	0	0	0	2	146	353	460	389	448
1000111000110	0	74	1007	997	0	100	560	509	0	4	423	399	0	9	491	369	455	577	151	0	1879	34	0	0	1741	0	0	0	79	8	5	893	1553	210	0	1	8	2128	2933	0	93	1058	1028	0	6	2193	886	5	2	1582	290	1763	79	194	0	2800	1	0	0	2396	30	0	0	23	5	349	639	570	879	178
1000111000111	0	2	136	692	0	2	359	87	1	8	234	304	11	0	66	175	182	50	58	0	287	1	0	0	683	0	0	0	0	0	0	328	491	68	0	0	40	498	504	0	2	569	542	1	1	418	249	0	0	374	159	309	9	3	0	823	0	0	0	779	3	0	0	0	1	357	139	361	153	24
1000111001000	0	0	402	1	0	8	199	1	0	61	53	0	16	69	67	0	269	279	0	0	341	0	0	0	265	30	0	0	24	0	1	192	411	85	0	0	298	876	0	0	123	236	2	0	0	230	115	171	4	226	3	312	0	0	0	353	1	0	0	263	0	0	0	0	0	1	89	30	59	511
1000111001001	0	44	986	83	2	64	405	2	2	12	368	31	0	479	80	1	486	316	3	0	741	58	0	0	836	0	0	0	0	4	26	183	812	118	0	0	87	1660	2	0	196	849	4	0	1119	538	1	1	642	563	112	1101	3	1	0	695	131	0	0	1342	72	0	0	1	0	79	173	398	415	171
1000111001010	0	0	177	40	0	0	116	0	0	43	137	0	0	92	18	0	31	203	0	0	207	0	0	0	361	34	0	0	0	0	1	80	151	0	0	1	1	61	0	0	2	518	3	0	160	0	106	67	114	0	0	207	96	0	0	4	0	0	0	359	1	0	0	0	3	36	36	107	0	12
1000111001011	0	68	536	33	0	0	28	0	0	0	374	42	17	130	11	0	88	0	6	0	119	0	0	0	527	0	0	0	0	70	0	60	0	20	1	0	0	203	0	0	197	652	2	0	316	323	0	0	65	3	0	0	0	0	0	187	0	0	0	897	1	0	0	0	0	152	119	118	68	19
1000111001100	0	58	444	455	0	90	563	55	0	2	553	143	0	305	204	15	252	104	5	0	910	37	0	0	1183	0	0	0	0	40	49	53	688	57	0	0	2	1032	761	0	2	1385	287	0	6	997	71	0	205	515	0	328	66	72	0	843	254	0	0	1072	8	0	0	1	0	91	343	164	317	122
1000111001101	0	39	463	629	0	2	421	146	0	2	513	86	3	161	407	44	205	137	57	0	1049	0	0	0	1019	48	0	0	0	3	3	600	913	146	0	0	12	1002	753	2	5	1363	33	0	6	1199	112	1	49	524	1	730	127	6	0	1105	46	0	0	964	2	0	0	1	32	205	241	699	417	340
1000111001110	0	4	707	681	1	76	496	385	0	0	271	314	0	2	603	227	391	117	205	0	1193	65	0	0	1383	15	0	0	0	4	37	299	1719	197	0	0	6	727	2308	1	1	674	1024	0	2	652	566	5	186	1283	292	1948	190	68	0	1165	14	0	0	1827	153	0	0	87	8	130	258	328	457	85
1000111001111	0	1	388	1094	0	4	380	417	0	7	449	258	16	48	306	44	189	194	2	0	531	0	0	0	1229	1	0	0	2	2	16	323	1521	63	0	3	2	1429	827	1	9	486	1190	0	317	1552	290	11	0	1002	46	1019	371	68	0	2092	3	0	0	1614	96	0	0	1	6	4	554	515	245	426
1000111010000	0	369	897	18	20	299	701	6	3	336	170	75	9	528	147	27	546	104	130	0	569	9	0	0	971	23	0	0	0	77	18	430	777	108	0	3	271	1474	50	0	491	599	53	0	1022	541	0	134	400	511	143	277	200	1	0	1276	1	0	0	1241	119	0	0	147	8	184	401	138	216	341
1000111010001	1	273	1045	100	2	600	551	7	0	220	568	67	59	395	148	16	479	419	90	0	1057	32	0	0	674	0	0	0	2	43	0	158	1122	92	0	1	501	1632	205	1	872	1217	69	1	904	663	63	8	512	432	227	1201	75	1	0	1830	83	0	0	1099	121	0	0	4	5	123	467	408	580	101
1000111010010	0	91	435	82	0	256	525	1	0	261	313	1	7	409	132	66	296	38	105	0	735	0	0	0	762	0	0	0	0	45	11	250	795	54	0	1	230	798	7	0	0	783	3	1	983	156	228	126	574	133	36	559	201	0	0	396	0	0	0	955	2	0	0	0	2	6	198	303	562	6
1000111010011	2	83	592	73	0	131	456	81	0	12	506	1	71	182	211	93	253	225	154	0	990	11	0	0	791	0	0	0	0	4	0	76	556	101	0	0	313	1236	238	1	171	820	6	0	301	585	69	0	288	175	0	659	3	0	0	264	181	0	0	1306	10	0	0	1	2	63	109	348	82	82
1000111010100	0	6	822	608	0	28	459	21	7	3	298	183	6	84	297	0	322	92	219	0	516	32	0	0	1038	0	0	0	0	6	145	260	579	78	1	2	157	1341	872	0	4	1539	136	0	78	649	136	0	520	919	1	704	9	169	0	1583	4	0	0	1128	3	0	0	0	4	29	289	318	251	75
1000111010101	0	85	100	376	0	70	423	66	2	53	326	193	20	87	92	26	332	484	1	0	781	11	0	0	919	0	0	0	0	0	2	185	1026	64	0	0	149	655	762	5	93	1079	277	0	7	1314	0	0	45	1	1	587	133	0	0	549	1	0	0	1782	0	0	0	2	4	135	311	219	281	25
1000111010110	0	43	907	1176	0	35	1034	401	7	67	1169	376	34	110	888	575	731	952	326	0	1496	184	0	0	2844	0	0	0	10	43	25	438	2152	244	0	6	106	1854	3283	0	30	1956	1209	1	589	2189	655	3	340	1687	10	2502	470	107	0	1970	305	0	0	3555	147	0	0	0	96	304	404	835	1025	604
1000111010111	1	3	705	955	0	56	374	249	1	0	354	167	50	68	606	126	741	66	150	0	965	47	0	0	1680	1	0	0	0	7	0	355	1569	165	0	0	1	1272	1995	0	124	1563	335	0	176	854	358	1	117	836	231	239	191	21	0	2155	301	0	0	930	26	0	0	0	0	298	323	664	659	112
1000111011000	0	164	368	1	0	0	103	39	0	67	211	1	1	91	25	0	38	0	0	0	485	9	0	0	308	0	0	0	0	5	0	93	210	69	0	0	0	285	138	0	347	307	64	0	0	166	0	6	42	136	107	250	3	1	0	838	0	0	0	532	76	0	0	0	2	0	66	162	129	1
1000111011001	0	186	1059	28	1	242	730	2	1	64	702	47	22	464	134	114	365	149	96	0	1009	16	0	0	1243	0	0	0	0	1	22	153	1007	81	0	0	535	1490	2	0	453	1035	0	0	993	589	5	119	502	329	1	1045	47	2	0	1534	3	0	0	1603	108	0	0	0	3	121	137	391	333	117
1000111011010	0	94	2646	461	3	70	2049	103	0	321	1497	196	84	1067	536	255	1608	443	145	0	1631	49	0	0	2681	17	0	0	4	9	166	670	1876	365	0	3	325	3823	672	1	966	3179	238	1	1978	2258	152	6	1609	502	41	1611	320	3	0	3608	454	0	0	3857	53	0	0	2	5	113	529	511	1314	710
1000111011011	0	74	728	186	0	162	816	43	1	164	665	45	49	468	169	142	238	122	7	0	500	0	0	0	1619	1	0	0	0	1	0	337	622	185	0	0	176	1096	258	1	337	1787	126	1	251	1099	2	147	208	303	150	653	40	3	0	868	90	0	0	1466	2	0	0	0	1	2	413	291	379	420
1000111011100	0	0	886	348	0	1	553	1	0	0	831	1	3	124	170	0	280	135	97	0	616	20	0	0	512	0	0	0	0	2	116	236	459	71	0	0	2	1166	799	1	172	969	120	1	89	1005	26	69	4	439	38	1426	1	0	0	1789	93	0	0	1013	47	0	0	0	4	170	257	369	231	100
1000111011101	0	33	678	317	0	1	462	42	41	2	719	29	4	415	320	119	506	236	111	0	1150	39	0	0	1583	25	0	0	34	2	3	436	595	159	1	0	94	1565	563	0	6	1431	6	1	120	1688	103	1	570	916	6	899	173	0	0	1597	0	0	0	2412	32	0	0	0	118	137	423	223	597	120
1000111011110	0	2	375	550	0	13	778	26	1	4	369	236	0	124	228	116	195	22	99	0	619	1	0	0	1047	6	0	0	0	0	0	61	862	125	0	1	6	809	482	0	113	1106	258	0	2	664	121	78	323	730	2	791	76	0	0	1209	47	0	0	1289	1	0	0	0	101	1	153	232	353	191
1000111011111	0	0	5	30	0	0	0	3	0	0	26	0	0	0	54	0	16	0	3	0	0	0	0	0	188	0	0	0	0	0	0	0	69	7	0	0	0	3	0	0	0	226	1	0	0	34	199	0	0	206	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	42	0	0
1000111100000	0	528	2255	68	1	705	648	92	0	497	599	60	113	955	227	186	1518	443	148	0	1636	119	0	0	1786	2	0	0	10	5	18	441	1529	366	1	0	469	1724	107	2	1113	1705	79	0	2015	777	104	244	695	436	73	1748	35	99	0	2123	514	0	0	3399	92	0	0	3	211	215	536	753	1156	315
1000111100001	0	46	826	78	1	89	594	11	0	5	353	34	22	455	61	0	359	231	0	0	545	0	0	0	1051	0	0	0	1	5	1	157	826	92	0	1	231	957	47	67	567	1178	224	0	699	981	0	0	466	107	0	3	64	1	0	485	14	0	0	1000	1	0	0	55	115	253	90	77	77	185
1000111100010	0	1	952	183	0	48	892	83	0	1	558	0	11	130	138	15	489	262	0	0	944	41	0	0	1021	0	0	0	5	1	1	179	517	231	0	2	131	743	3	0	360	1248	4	1	178	962	10	144	111	342	76	560	111	3	0	625	6	0	0	1007	1	0	0	1	76	3	170	78	1006	151
1000111100011	2	13	1109	218	0	69	839	17	0	90	776	70	16	702	394	46	543	5	79	0	1522	29	0	0	1246	0	0	0	42	35	1	256	746	200	0	0	6	1779	241	2	100	2213	145	0	137	828	3	125	343	270	103	428	180	0	0	573	0	0	0	783	1	0	0	188	2	8	181	154	393	173
1000111100100	0	1	98	167	0	31	310	28	0	2	323	1	0	1	290	62	221	32	42	0	474	0	0	0	494	23	0	0	0	1	0	84	617	92	0	0	1	410	750	0	1	519	237	0	1	298	0	0	49	182	0	1310	37	0	0	540	1	0	0	786	0	0	0	0	1	71	197	72	328	91
1000111100101	1	2	806	1309	2	8	909	236	0	0	879	46	1	100	352	3	752	223	223	0	1222	2	0	0	2150	67	0	0	4	35	49	262	1052	373	0	1	69	2677	1859	0	153	1149	777	1	10	1552	396	37	371	595	7	1766	139	5	0	1377	182	0	0	1728	8	0	0	44	155	196	348	597	1107	179
1000111100110	0	6	339	1084	0	107	713	158	0	1	203	601	31	2	311	179	399	94	403	0	1009	0	0	0	1304	0	0	0	2	6	9	520	1090	316	1	1	185	628	1324	0	0	626	316	0	5	1025	458	1	67	606	299	356	24	1	0	2213	14	0	0	1190	3	0	0	1	11	3	280	229	863	278
1000111100111	1	104	286	655	1	0	422	290	0	2	410	287	0	77	231	41	465	431	76	0	955	0	0	0	1203	0	0	0	0	1	0	303	550	109	0	0	4	1165	1824	0	2	256	521	0	4	508	523	1	2	646	271	736	160	1	0	556	150	0	0	1318	119	0	0	3	119	339	233	154	399	335
1000111101000	0	220	744	1	0	51	479	1	0	54	266	23	0	147	18	0	382	67	19	0	489	51	0	0	415	23	0	0	0	0	10	3	529	65	0	0	389	804	0	1	382	178	29	0	320	688	1	59	195	98	0	4	7	30	0	1216	175	0	0	639	25	0	0	1	0	3	310	61	280	92
1000111101001	0	202	276	4	0	51	390	2	0	0	445	10	0	206	72	44	179	153	38	0	490	0	0	0	958	0	0	0	0	3	1	114	353	195	0	2	136	1189	2	1	103	712	59	0	2	1190	53	0	212	4	0	761	1	0	0	512	10	0	0	693	54	0	0	0	54	48	88	142	407	423
1000111101010	1	7	707	104	0	47	208	30	0	25	670	68	29	216	72	149	517	317	0	0	63	15	0	0	496	0	0	0	0	4	8	213	632	123	0	0	36	1312	127	0	18	1163	38	0	6	445	5	1	329	370	8	353	103	0	0	138	8	0	0	815	1	0	0	0	42	112	177	186	338	285
1000111101011	0	5	1441	193	3	81	971	0	0	53	720	144	38	353	163	9	575	214	126	0	928	22	0	0	1526	0	0	0	4	3	26	150	1211	194	1	1	27	1779	360	5	389	1712	143	0	442	1065	224	155	637	276	1	1066	131	2	0	915	64	0	0	1613	58	0	0	3	1	435	118	366	722	67
1000111101100	0	43	856	626	0	71	617	18	0	0	1022	223	8	599	314	73	527	245	129	0	1028	104	0	0	1696	65	0	0	0	5	3	86	1032	158	0	0	119	1516	1235	0	8	1318	133	0	7	678	154	141	394	297	148	932	300	0	0	1219	76	0	0	1280	0	0	0	49	59	472	249	455	531	54
1000111101101	0	0	209	173	0	45	394	33	0	1	331	2	1	114	190	0	47	0	31	0	267	0	0	0	500	0	0	0	0	0	2	101	408	41	0	0	5	705	237	0	0	504	72	0	1	345	30	135	310	106	2	0	0	0	0	828	0	0	0	448	0	0	0	1	0	3	75	32	84	27
1000111101110	0	0	0	56	0	0	20	18	0	0	0	57	0	7	11	0	23	103	45	0	53	0	0	0	0	0	0	0	0	0	1	140	170	43	0	0	4	33	347	0	1	1	0	0	0	76	0	0	0	1	0	1	0	0	0	77	1	0	0	94	0	0	0	4	0	2	0	33	102	8
1000111101111	0	1	58	255	0	0	215	113	0	0	65	100	0	0	48	0	10	129	23	0	150	0	0	0	367	0	0	0	0	1	4	0	123	32	0	0	0	132	604	0	2	118	235	0	2	119	99	0	0	278	147	229	29	1	0	59	0	0	0	449	1	0	0	0	0	0	317	414	189	147
1000111110000	0	21	215	0	0	66	306	1	0	18	41	14	15	190	56	0	156	169	40	0	90	0	0	0	537	0	0	0	0	0	1	1	172	54	0	1	293	286	0	0	227	97	199	0	3	315	1	0	275	4	0	1	0	1	0	368	2	0	0	220	31	0	0	1	5	106	47	127	316	24
1000111110001	0	0	135	0	0	96	267	0	0	22	244	1	0	19	66	1	206	420	115	0	167	1	0	0	249	15	0	0	0	1	47	103	408	102	0	0	0	344	98	0	209	176	0	0	0	268	0	0	0	86	0	77	0	0	0	168	0	0	0	423	61	0	0	0	0	67	0	120	67	16
1000111110010	0	0	120	17	0	81	229	16	0	40	171	0	0	56	31	3	235	112	0	0	142	1	0	0	181	0	0	0	0	0	0	26	124	24	0	0	27	115	2	0	0	269	0	0	1	40	0	0	105	106	0	0	57	1	0	6	0	0	0	3	0	0	0	0	2	1	0	2	57	0
1000111110011	0	270	1246	218	1	74	485	1	0	28	517	17	48	468	243	203	457	2	77	0	1336	0	0	0	1582	0	0	0	0	2	0	153	984	157	0	1	0	1890	279	0	256	1243	4	0	808	556	62	1	550	579	69	979	178	2	0	943	72	0	0	1399	56	0	0	1	0	127	5	293	676	557
1000111110100	0	0	349	493	0	127	212	47	0	38	399	0	0	82	138	28	351	55	1	0	470	46	0	0	751	0	0	0	0	1	1	151	557	94	0	0	174	695	149	1	9	497	49	0	2	103	6	0	179	105	0	707	3	0	0	1128	2	0	0	583	1	0	0	45	93	2	5	96	115	51
1000111110101	0	48	722	813	0	138	848	92	0	0	697	79	33	38	403	3	594	6	203	0	865	12	0	0	863	0	0	0	22	2	82	212	943	214	0	0	2	1229	1153	0	6	829	325	0	4	1103	42	76	104	312	57	541	0	1	0	669	87	0	0	1185	1	0	0	0	3	235	186	368	706	147
1000111110110	0	3	182	347	2	8	503	22	0	4	453	197	1	60	174	321	459	165	138	0	657	0	0	0	624	0	0	0	0	1	5	79	228	144	0	0	5	651	1008	0	59	763	442	0	1	943	119	1	69	61	60	472	43	0	0	1055	0	0	0	1094	0	0	0	0	0	81	139	290	377	5
1000111110111	0	1	79	148	0	1	116	51	0	2	33	21	0	0	22	0	12	0	1	0	76	0	0	0	282	0	0	0	0	0	1	0	460	67	0	1	0	265	159	0	0	494	243	0	0	395	0	0	58	364	0	248	72	0	0	369	0	0	0	662	0	0	0	0	1	2	68	10	107	28
1000111111000	0	51	101	0	0	0	118	0	0	0	38	0	24	0	0	0	3	3	0	0	60	0	0	0	145	0	0	0	0	0	0	0	65	21	0	0	0	323	0	0	0	78	0	0	0	191	1	0	3	0	0	1	0	0	0	55	0	0	0	245	0	0	0	0	0	0	0	23	172	0
1000111111001	0	295	733	0	0	211	605	0	0	290	173	47	21	52	61	49	141	167	64	0	37	0	0	0	827	0	0	0	1	3	18	72	191	155	0	3	373	417	72	0	368	589	71	0	2	315	1	0	132	275	3	910	9	1	0	306	13	0	0	739	0	0	0	0	0	67	98	159	240	14
1000111111010	0	48	2700	398	0	248	1551	84	0	391	803	163	61	1305	528	188	961	288	116	0	1703	49	0	0	2971	32	0	0	7	1	5	570	1469	407	0	1	140	3463	891	0	1007	2467	94	0	1064	1030	65	45	471	950	122	2270	290	6	0	1756	2	0	0	3460	38	0	0	86	18	52	411	704	1755	128
1000111111011	0	24	1221	57	0	120	365	2	1	77	268	100	1	212	156	23	346	54	36	0	418	43	0	0	590	0	0	0	0	0	0	34	349	101	0	0	42	739	84	0	86	674	161	0	1	689	0	6	274	7	75	92	0	0	0	293	3	0	0	439	11	0	0	1	0	3	75	85	144	241
1000111111100	0	1	404	244	2	2	521	44	0	1	254	0	5	32	82	81	125	71	1	0	136	0	0	0	329	0	0	0	0	0	6	262	216	68	0	0	18	187	548	0	34	705	6	0	4	254	84	0	4	597	5	513	139	0	0	458	1	0	0	666	0	0	0	0	0	161	141	145	287	50
1000111111101	0	2	1089	811	0	9	1114	237	2	125	924	454	35	339	554	2	1024	290	88	0	1578	45	0	0	1918	41	0	0	36	36	3	171	1620	366	0	2	26	1780	1881	0	20	2049	374	0	489	2255	219	180	659	1105	94	183	119	1	0	1998	8	0	0	3153	87	0	0	0	90	442	274	539	843	419
1000111111110	0	1	576	810	0	5	578	210	0	17	696	232	12	1	291	134	505	173	116	0	893	40	0	0	922	0	0	0	4	1	0	105	498	236	0	0	6	1224	611	1	9	895	564	0	126	831	106	0	204	291	0	580	234	4	0	322	1	0	0	1870	3	0	0	40	55	351	83	76	403	251
1000111111111	0	0	688	1036	0	141	1060	194	0	114	558	272	0	119	493	279	508	123	95	0	1320	46	0	0	1679	2	0	0	0	80	1	96	977	283	0	0	1	1060	2216	0	7	785	608	1	51	682	571	6	299	1043	222	573	199	160	0	846	104	0	0	1557	96	0	0	1	5	340	95	422	462	204
1001000000000	1	685	949	13	1	640	609	0	0	279	602	17	168	550	73	3	667	247	260	0	974	114	0	0	2047	32	0	0	25	26	45	1091	1422	210	0	3	413	1690	137	0	1216	1557	10	0	1034	929	220	236	828	13	3	865	1	260	0	3514	87	0	0	2102	0	0	0	5	1	347	631	771	120	120
1001000000001	0	480	1001	52	1	241	680	7	1	165	523	2	125	807	126	1	669	220	29	0	1096	15	0	0	1782	0	0	0	0	3	2	752	1700	76	0	0	808	2169	319	1	805	1292	99	0	1170	1158	1	213	443	890	0	765	38	2	0	1282	4	0	0	2282	5	0	0	1	0	133	460	636	281	212
1001000000010	0	153	961	267	0	136	736	18	0	86	546	3	9	330	189	0	457	54	254	0	1058	94	0	0	1626	0	0	0	43	3	66	741	1511	98	0	1	7	1708	437	1	251	2110	61	0	456	1167	104	4	200	660	9	1395	4	0	0	1709	5	0	0	1311	5	0	0	0	0	363	214	459	328	442
1001000000011	0	49	1424	567	0	351	1583	66	0	131	1069	0	102	478	326	33	859	294	96	0	2238	98	0	0	1991	0	0	0	1	55	84	851	2001	269	1	3	243	4381	607	1	764	2598	190	0	1174	1723	35	178	987	684	11	2119	27	0	0	1886	7	0	0	4590	103	0	0	43	6	684	1193	777	743	289
1001000000100	0	19	673	908	0	73	780	352	0	1	601	315	0	251	541	198	685	142	184	0	1138	2	0	0	1896	0	0	0	12	4	20	423	1048	144	0	1	3	1445	1872	2	7	1913	370	1	3	1523	185	2	196	695	397	986	160	83	0	1385	136	0	0	2093	3	0	0	59	26	387	1103	469	536	354
1001000000101	0	5	1332	928	32	79	579	220	3	2	977	158	12	68	713	207	353	562	689	0	1085	51	0	0	2186	91	0	0	3	4	55	841	2582	138	0	1	21	2389	1951	0	4	2414	1067	1	15	2079	466	3	197	593	105	1760	193	1	0	1780	4	0	0	3028	20	0	0	0	85	243	753	1035	751	124
1001000000110	0	2	611	873	0	3	150	235	2	0	18	535	1	7	219	527	291	11	88	0	822	19	0	0	1523	9	0	0	0	2	110	227	1240	35	1	1	62	931	1611	0	112	676	691	0	6	466	327	0	66	380	1142	644	93	118	0	1077	41	0	0	2012	3	0	0	0	1	96	691	355	328	131
1001000000111	0	14	917	1435	1	4	500	396	3	7	125	728	3	2	272	207	179	232	80	0	548	17	0	0	1470	34	0	0	105	9	13	642	1296	110	0	0	7	1286	2572	0	0	839	1719	0	11	1137	1018	1	1	889	570	772	64	6	0	2664	4	0	0	3185	106	0	0	0	0	331	964	726	517	356
1001000001000	0	976	2173	106	0	822	1052	23	0	222	847	274	222	870	346	120	1213	465	114	0	2864	74	0	0	2663	2	0	0	68	2	102	1428	2343	212	1	1	1630	3416	607	1	1981	1869	132	0	2381	1480	128	438	1499	416	59	3098	85	273	0	3747	6	0	0	4479	138	0	0	101	57	492	1155	901	1464	408
1001000001001	0	370	507	100	0	286	472	0	0	57	256	46	33	496	26	140	628	1	0	0	360	0	0	0	1289	0	0	0	0	0	0	610	958	110	0	1	787	1474	97	0	559	918	18	1	656	548	54	235	256	633	3	855	0	2	0	980	2	0	0	1788	2	0	0	0	0	63	689	632	398	142
